Keyword,Country code,Location,Language,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
clorexidona,ES,Spain,Spanish,chlorhexidine (Product),"Shopping, Thumbnail, People also ask",50,0,,6,0,3,https://www.vitaldent.com/blog/clorhexidina-para-que-sirve-y-porque-debe-usarse/,,2026-03-09 00:51:38,false,true,true,false,false,false
ortodoncia invisibles,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask, Local pack",50,1,1.75,6,0,4,https://www.vitaldent.com/es/ortodoncia-invisible/,,2026-01-03 20:10:03,false,true,true,false,false,false
blanqueamiento dentsl,ES,Spain,Spanish,,People also ask,10,3,0.41,6,0,1,https://www.vitaldent.com/es/blanqueamiento-dental/,,2026-01-05 09:05:45,false,true,false,false,false,false
limpieza dental perlada precio,ES,Spain,Spanish,,"People also ask, Sitelinks, Shopping, Thumbnail",10,0,,5,0,1,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2025-12-29 21:54:03,false,true,true,false,false,false
flemon remedios caseros,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.02,5,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2025-12-29 05:05:02,false,true,false,false,false,false
opiniones sobre vitaldent,ES,Spain,Spanish,Vitaldent (Organization),"People also ask, Sitelinks",20,0,0.33,5,0,2,https://www.vitaldent.com/es/opiniones/,,2026-01-02 04:37:08,false,true,false,false,true,false
blanqueador dental casero,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",100,0,0.31,5,0,8,https://www.vitaldent.com/blog/blanqueamiento-dental-en-casa-como-blanquear-los-dientes/,,2026-03-10 23:56:18,false,true,false,false,false,false
dolor en muela con funda y endodoncia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",70,0,,5,0,6,https://www.vitaldent.com/blog/fundas-dentales-problemas-que-se-pueden-presentar/,,2025-12-29 02:19:21,false,true,false,false,false,false
tensión mandíbula significado emocional,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",70,0,,5,0,6,https://www.vitaldent.com/blog/como-combatir-las-consecuencias-del-estres-en-tu-mandibula/,,2025-12-28 06:31:33,false,true,false,false,false,false
dentadura fija sin implantes,ES,Spain,Spanish,,"AI Overview, Thumbnail, Top ads, Sitelinks, People also ask, Bottom ads, Paid sitelinks",100,0,0.26,5,0,8,https://www.vitaldent.com/es/protesis-dental-fija/,,2025-12-21 21:35:33,false,true,false,false,false,false
implante dental real,ES,Spain,Spanish,,"People also ask, Knowledge panel",100,0,,5,0,7,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2025-12-24 17:07:45,false,true,false,false,false,false
no puedo cerrar la boca con la férula de descarga,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",90,0,,5,0,7,https://www.vitaldent.com/es/ferula-de-descarga/,,2025-12-28 01:30:32,false,true,false,false,false,false
puente sobre implante,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",100,0,0.26,5,0,1,https://www.vitaldent.com/es/puente-dental-sobre-implante/,AI Overview,2026-01-30 00:01:17,false,true,false,false,false,false
que es un composite,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",100,0,,5,0,6,https://www.vitaldent.com/blog/que-es-el-composite-dental/,,2026-01-02 04:13:27,false,true,false,false,false,false
sacar muela precio,ES,Spain,Spanish,,"Sitelinks, People also ask",60,0,0.44,5,0,4,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-01-01 17:33:03,false,true,false,false,false,false
extracción de muelas del juicio,ES,Spain,Spanish,,"Thumbnail, AI Overview, People also ask",150,0,0.52,5,0,9,https://www.vitaldent.com/blog/extraccion-muelas-del-juicio/,,2026-01-03 00:30:19,false,true,false,false,false,false
cuánto cuesta una limpieza de boca,ES,Spain,Spanish,,"Sitelinks, People also ask",150,0,0.31,5,0,8,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2026-01-05 22:35:56,false,true,false,false,false,false
blanqueamiento dental pros y contras,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",150,0,0.01,5,0,9,https://www.vitaldent.com/blog/blanqueamiento-dental-led-usos-y-ventajas/,,2026-03-03 18:49:54,false,true,false,false,false,false
curetaje dental precio,ES,Spain,Spanish,,"Featured snippet, People also ask, Sitelinks, Video preview",1200,0,0.31,5,0,17,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-03-12 08:41:34,false,true,true,false,false,false
sabor a amoniaco en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,2,,5,0,5,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2025-12-26 01:04:57,false,true,false,false,false,false
bulto mucosa bucal,ES,Spain,Spanish,,"People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/que-es-el-mucocele/,,2026-01-05 06:20:19,false,true,false,false,false,false
bulto de sangre en la encia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,2,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,,2026-01-03 08:52:03,false,true,false,false,false,false
que hacer cuando te sale la muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,5,0,2,https://www.vitaldent.com/blog/dolor-muela-del-juicio-tratamiento/,,2026-03-11 08:06:28,false,true,false,false,false,false
alineación de dientes invisible,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,2,1.58,5,0,1,https://www.vitaldent.com/es/ortodoncia-invisible/,AI Overview,2026-01-03 06:57:34,false,true,true,false,false,false
como quitar un flemon de la muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2025-12-18 17:46:23,false,true,false,false,false,false
agua y sal para dolor de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,5,0,2,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2025-12-25 20:05:08,false,true,false,false,false,false
como calmar el dolor del nervio de la muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/dolor-nervio-de-muela/,AI Overview,2025-12-27 14:49:09,false,true,false,false,false,false
que significan las manchas blancas en los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,5,0,2,https://www.vitaldent.com/blog/manchas-blancas-dientes-causas-soluciones/,,2026-03-12 00:31:34,false,true,false,false,false,false
como curar una infección de muelas sin antibióticos,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,2,,5,0,2,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2025-12-21 23:35:12,false,true,false,false,false,false
brakets autoligables,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,0.73,5,0,2,https://www.vitaldent.com/blog/brackets-autoligables-como-se-colocan-y-que-ventajas-tienen/,,2025-12-21 14:25:53,false,true,false,false,false,false
llagas en la boca y ganglios inflamados,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,1,,5,0,1,https://www.vitaldent.com/blog/aftas-bucales-que-son-causas-y-tratamiento/,AI Overview,2025-12-28 03:57:34,false,true,false,false,false,false
que es la carilla dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,2,,5,0,2,https://www.vitaldent.com/es/carillas-dentales/,,2026-01-06 09:49:49,false,true,false,false,false,false
implantes muelas precios,ES,Spain,Spanish,,"People also ask, Sitelinks",20,0,0.28,5,0,1,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2026-03-10 21:31:10,false,true,true,false,false,false
manchas blancas en el diente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/manchas-blancas-dientes-causas-soluciones/,AI Overview,2025-12-20 09:21:04,false,true,false,false,false,false
porque tengo un bulto en el paladar,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/bulto-en-el-paladar-que-hacer/,AI Overview,2026-01-08 00:39:54,false,true,false,false,false,false
bulto en el diente,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,,2025-12-20 02:10:26,false,true,false,false,false,false
burbuja dentro del labio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,2,https://www.vitaldent.com/blog/que-es-el-mucocele/,,2025-12-31 22:41:03,false,true,false,false,false,false
rotura dental,ES,Spain,Spanish,,"AI Overview, Thumbnail",20,0,,5,0,2,https://www.vitaldent.com/blog/diente-roto-existe-solucion/,,2026-03-12 19:18:03,false,true,false,false,false,false
reaccion alergica anestesia dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/las-alergias-en-el-dentista/,AI Overview,2026-01-07 10:38:04,false,true,false,false,false,false
que hacer cuando te sale un flemon,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2025-12-30 08:07:53,false,true,false,false,false,false
bulto en el cielo de la boca con dolor,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/bulto-en-el-paladar-que-hacer/,AI Overview,2026-01-05 22:14:53,false,true,false,false,false,false
como quitar flemon muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2026-01-06 08:46:52,false,true,false,false,false,false
burbuja boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,5,0,2,https://www.vitaldent.com/blog/que-es-el-mucocele/,,2026-01-07 08:03:30,false,true,false,false,false,false
injerto de hueso dental de donde proviene,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,5,0,1,https://www.vitaldent.com/blog/que-es-el-injerto-de-hueso-dental-y-cuando-se-realiza/,AI Overview,2025-12-21 06:01:51,false,true,false,false,false,false
dientes empastados,ES,Spain,Spanish,,"AI Overview, People also ask, Thumbnail, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/empaste-dental/,,2026-01-03 19:07:36,false,true,false,false,false,false
tratamiento para piorrea,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,0.18,5,0,1,https://www.vitaldent.com/blog/que-es-la-piorrea-causas-sintomas-y-soluciones-2/,AI Overview,2025-12-31 19:37:31,false,true,false,false,false,false
las ferulas dentales,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,2,https://www.vitaldent.com/blog/ferulas-dentales-tipos-materiales-y-cuidados/,,2025-12-26 17:34:56,false,true,true,false,false,false
molestias muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/dolor-muela-del-juicio-tratamiento/,AI Overview,2026-01-07 20:59:53,false,true,false,false,false,false
burbuja en el paladar,ES,Spain,Spanish,,"People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/bulto-en-el-paladar-que-hacer/,,2025-12-20 02:04:49,false,true,false,false,false,false
flemón en la cara tratamiento,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,5,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2026-01-03 23:56:50,false,true,false,false,false,false
dolor de caries que tomar,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,1,0.20,5,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-01-05 05:57:50,false,true,false,false,false,false
ortodoncia lingual que es,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,0.35,5,0,1,https://www.vitaldent.com/blog/ortodoncia-lingual-que-es-y-cuando-se-utiliza/,AI Overview,2025-12-31 00:05:02,false,true,false,false,false,false
implante infectado,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,,5,0,5,https://www.vitaldent.com/blog/infeccion-de-un-implante-dental-prevencion-sintomas-y-tratamientos/,,2026-01-04 02:52:21,false,true,false,false,false,false
hongo labio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",60,2,,5,0,1,https://www.vitaldent.com/blog/hongos-en-la-boca/,AI Overview,2025-12-30 23:59:12,false,true,false,false,false,false
periodoncistas,ES,Spain,Spanish,,"Local pack, People also ask",60,0,0.53,5,0,5,https://www.vitaldent.com/es/periodoncia/,,2026-01-04 01:45:49,false,true,false,false,false,false
cuanto se tarda en hacer un blanqueamiento dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",60,0,0.28,5,0,1,https://www.vitaldent.com/blog/blanqueamiento-dental-en-casa-como-blanquear-los-dientes/,AI Overview,2026-03-12 15:17:30,false,true,false,false,false,false
que tomar para el dolor de la muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,0.12,5,0,5,https://www.vitaldent.com/blog/dolor-muela-del-juicio-tratamiento/,,2025-12-27 03:06:11,false,true,false,false,false,false
que vale una limpieza de boca,ES,Spain,Spanish,,"Sitelinks, People also ask",60,0,0.26,5,0,4,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2026-01-04 02:09:19,false,true,false,false,false,false
encía negra alrededor del diente y dolor,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,,5,0,5,https://www.vitaldent.com/blog/encias-oscuras-tratamiento/,,2025-12-21 08:42:32,false,true,false,false,false,false
remedio casero dolor de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,1,0.13,5,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2025-12-30 17:37:17,false,true,false,false,false,false
corona en muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",60,0,,5,0,1,https://www.vitaldent.com/blog/que-es-una-corona-dental/,AI Overview,2025-12-29 22:46:29,false,true,false,false,false,false
remedios boca seca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",40,0,0.06,5,0,4,https://www.vitaldent.com/blog/sequedad-bucal-sintomas-soluciones/,,2026-01-03 17:31:49,false,true,false,false,false,false
precio reconstruccion muela,ES,Spain,Spanish,,People also ask,40,0,0.40,5,0,4,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-01-05 08:52:35,false,true,false,false,false,false
dentista la linea de la concepcion,ES,Spain,Spanish,La Línea de la Concepción (Location),"Local pack, People also ask",100,0,0.68,5,0,9,https://clinicas.vitaldent.com/cadiz/clinica-dental-vitaldent-la-linea-98/,,2026-03-09 03:10:28,false,true,false,false,false,true
estomatitis en la boca,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail",100,0,,5,0,7,https://www.vitaldent.com/blog/estomatitis-causas-soluciones/,,2025-12-20 12:48:52,false,true,false,false,false,false
férula de dientes,ES,Spain,Spanish,,"People also ask, Thumbnail",40,0,0.13,5,0,2,https://www.vitaldent.com/blog/ferulas-dentales-tipos-materiales-y-cuidados/,,2025-12-19 06:05:19,false,true,false,false,false,false
troneras dentales solución,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",40,0,,5,0,2,https://www.vitaldent.com/blog/troneras-dentales-que-son-causas-y-como-se-cierran/,,2025-12-30 15:02:41,false,true,false,false,false,false
sonrisa carillas,ES,Spain,Spanish,,"People also ask, Thumbnail",40,0,1.24,5,0,2,https://www.vitaldent.com/es/carillas-dentales/,,2026-01-04 23:59:49,false,true,false,false,false,false
en que consiste un empaste,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,,5,0,1,https://www.vitaldent.com/blog/empaste-dental/,AI Overview,2026-01-04 11:24:30,false,true,false,false,false,false
dentista desgrava renta,ES,Spain,Spanish,,People also ask,40,0,,5,0,2,https://www.vitaldent.com/blog/desgravan-tratamientos-dentales-renta-2024/,,2026-03-05 17:44:50,false,true,false,false,false,false
soñar que se te mueven los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",100,0,,5,0,8,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,,2026-02-26 10:50:53,false,true,false,false,false,false
extracción muelas del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,,5,0,8,https://www.vitaldent.com/blog/extraccion-muelas-del-juicio/,,2025-12-29 21:33:28,false,true,false,false,false,false
vitaldent alcala 448,ES,Spain,Spanish,"Vitaldent (Organization), Alcalá 448 (Location)","People also ask, Sitelinks",30,0,1.26,5,0,4,https://www.vitaldent.com/es/listado-clinicas/,,2026-03-09 13:51:17,false,true,false,false,true,true
operacion encias retraidas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",70,0,0.23,5,0,6,https://www.vitaldent.com/blog/injerto-de-encia-que-es-y-como-se-hace/,,2026-01-07 15:57:35,false,true,false,false,false,false
dentistas castro urdiales,ES,Spain,Spanish,Castro Urdiales (Location),"Local pack, Thumbnail, People also ask",70,4,0.40,5,0,7,https://clinicas.vitaldent.com/cantabria/clinica-dental-vitaldent-castro-urdiales-49/,,2026-03-03 00:19:17,false,true,false,false,false,true
la disgeusia es un síntoma característico de los tumores de,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",70,0,,5,0,6,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2025-12-25 12:59:54,false,true,false,false,false,false
cuanto vale una limpieza dental en españa,ES,Spain,Spanish,Spain (Location),"People also ask, Sitelinks",70,0,0.33,5,0,5,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2025-12-16 19:29:53,false,true,false,false,false,true
tractotomia bucal,ES,Spain,Spanish,tartrectomy (Event),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",60,0,0.33,5,0,1,https://www.vitaldent.com/blog/que-es-una-tartrectomia/,AI Overview,2026-03-11 04:23:28,false,true,false,false,false,false
dentista los realejos,ES,Spain,Spanish,Los Realejos (Location),"Local pack, People also ask, Thumbnail",90,0,0.89,5,0,8,https://clinicas.vitaldent.com/santa-cruz-de-tenerife/clinica-dental-vitaldent-los-realejos-115/,,2026-03-09 20:28:02,false,true,false,false,false,true
